s015_f00017_ts1468870591_Phys.root  0.42451  1.05525  0.40228
s015_f00018_ts1468871584_Phys.root  0.34691  1.09461  0.31693
s015_f00019_ts1468872270_Phys.root  0.45534  1.07734  0.42265
s016_f00000_ts1468877333_Phys.root  0.00636  1.02608  0.00620
s016_f00001_ts1468880936_Phys.root  0.01088  1.04694  0.01040
s016_f00002_ts1468884540_Phys.root  0.00806  1.04433  0.00772
s016_f00003_ts1468888143_Phys.root  0.00866  1.07262  0.00807
s016_f00004_ts1468891747_Phys.root  0.01304  1.05150  0.01240
s016_f00005_ts1468895351_Phys.root  0.00530  1.04901  0.00505
s016_f00006_ts1468898954_Phys.root  0.00799  1.02931  0.00777
s016_f00007_ts1468902558_Phys.root  0.00721  1.03213  0.00699
s016_f00008_ts1468906161_Phys.root  0.01084  1.02304  0.01060
s016_f00009_ts1468909765_Phys.root  0.01090  1.02821  0.01060
s016_f00010_ts1468913368_Phys.root  0.01140  1.02851  0.01109
s016_f00011_ts1468916972_Phys.root  0.01065  1.02413  0.01040
s016_f00012_ts1468920575_Phys.root  0.00770  1.03359  0.00745
s016_f00013_ts1468924179_Phys.root  0.01655  1.03586  0.01598
s016_f00014_ts1468927783_Phys.root  0.00683  1.02799  0.00664
s016_f00015_ts1468931386_Phys.root  0.00474  1.02368  0.00463
s016_f00016_ts1468934990_Phys.root  0.01152  1.02952  0.01119
s016_f00017_ts1468938593_Phys.root  0.00850  1.03473  0.00822
s016_f00018_ts1468942197_Phys.root  0.00691  1.02210  0.00676
s016_f00019_ts1468945800_Phys.root  0.00606  1.04781  0.00578
s016_f00020_ts1468949404_Phys.root  0.00000  1.03333  0.00000
s017_f00000_ts1468950204_Phys.root  0.12439  1.01951  0.12201
s017_f00001_ts1468950933_Phys.root  0.41388  1.07656  0.38444
s017_f00002_ts1468951566_Phys.root  0.43820  1.06180  0.41270
s017_f00003_ts1468952318_Phys.root  0.38748  1.07220  0.36139
s017_f00004_ts1468953050_Phys.root  0.40571  1.09029  0.37212
s017_f00005_ts1468953705_Phys.root  0.43501  1.05451  0.41252
s017_f00006_ts1468954345_Phys.root  0.09927  1.03390  0.09602
s017_f00007_ts1468956426_Phys.root  0.22337  1.03107  0.21664
s017_f00008_ts1468958300_Phys.root  0.42222  1.08333  0.38974
s017_f00009_ts1468958938_Phys.root  0.42370  1.06705  0.39707
s017_f00010_ts1468959581_Phys.root  0.45018  1.05100  0.42833
s017_f00011_ts1468960217_Phys.root  0.42524  1.04725  0.40605
s017_f00012_ts1468960860_Phys.root  0.46043  1.06235  0.43341
s017_f00013_ts1468961501_Phys.root  0.08787  1.05649  0.08317
s017_f00014_ts1468962422_Phys.root  0.00000  1.00000  0.00000
s019_f00000_ts1469131074_Phys.root  0.00909  1.02468  0.00887
s019_f00001_ts1469134677_Phys.root  0.00622  1.02178  0.00609
s019_f00002_ts1469138281_Phys.root  0.01902  1.05460  0.01803
s019_f00003_ts1469141884_Phys.root  0.00943  1.02390  0.00921
s019_f00004_ts1469145488_Phys.root  0.01022  1.02937  0.00993
s019_f00005_ts1469149092_Phys.root  0.00706  1.02505  0.00689
s019_f00006_ts1469152695_Phys.root  0.01007  1.01612  0.00991
s019_f00007_ts1469156299_Phys.root  0.00240  1.05469  0.00228
s019_f00008_ts1469159903_Phys.root  0.00732  1.03783  0.00705
s019_f00009_ts1469163506_Phys.root  0.00824  1.03529  0.00795
s019_f00010_ts1469167110_Phys.root  0.01079  1.03302  0.01045
s019_f00011_ts1469170713_Phys.root  0.01209  1.03119  0.01173
s019_f00012_ts1469174317_Phys.root  0.00886  1.02848  0.00862
s019_f00013_ts1469177921_Phys.root  0.00709  1.03960  0.00682
s019_f00014_ts1469181524_Phys.root  0.01127  1.03694  0.01087
s019_f00015_ts1469185128_Phys.root  0.00661  1.02378  0.00645
s019_f00016_ts1469188731_Phys.root  0.01124  1.02311  0.01099
s019_f00017_ts1469192335_Phys.root  0.01035  1.03530  0.00999
s019_f00018_ts1469195939_Phys.root  0.00600  1.02160  0.00587
s019_f00019_ts1469199542_Phys.root  0.00946  1.02082  0.00927
s019_f00020_ts1469203146_Phys.root  0.01215  1.02491  0.01186
s019_f00021_ts1469206750_Phys.root  0.00677  1.03837  0.00652
s019_f00022_ts1469210353_Phys.root  0.00551  1.03689  0.00531
s019_f00023_ts1469213957_Phys.root  0.00687  1.02436  0.00671
s019_f00024_ts1469217560_Phys.root  0.00701  1.01695  0.00690
s019_f00025_ts1469221164_Phys.root  0.01170  1.02690  0.01139
s019_f00026_ts1469224768_Phys.root  0.01321  1.04767  0.01261
s019_f00027_ts1469228371_Phys.root  0.00880  1.03578  0.00849
s019_f00028_ts1469231975_Phys.root  0.01256  1.01599  0.01237
s019_f00029_ts1469235579_Phys.root  0.01330  1.02153  0.01302
s019_f00030_ts1469239182_Phys.root  0.01215  1.03123  0.01178
s019_f00031_ts1469242786_Phys.root  0.00806  1.03168  0.00782
s019_f00032_ts1469246390_Phys.root  0.01512  1.05756  0.01429
s019_f00033_ts1469249993_Phys.root  0.01042  1.02720  0.01014
s019_f00034_ts1469253597_Phys.root  0.00987  1.02036  0.00967
s019_f00035_ts1469257200_Phys.root  0.01379  1.02578  0.01344
s019_f00036_ts1469260804_Phys.root  0.01157  1.03410  0.01119
